CrimeDate,CrimeCode,CrimeTime,Location,Description,Weapon,Post,District,Neighborhood,Latitude,Longitude
7/4/14,3AF,8:05:00,6700 Reisterstown Rd,Robbery - Street,Firearm,631,Northwestern,Reisterstown Station,39.35825,-76.70528
7/4/14,4B,11:56:00,3400 Lyndale Av,Agg. Assault,Knife,434,Northeastern,Four By Four,39.31651,-76.57523
7/4/14,4B,11:56:00,3400 Lyndale Av,Agg. Assault,Knife,434,Northeastern,Four By Four,39.31651,-76.57523
7/4/14,3B,14:50:00,1000 Hargrove Street,Robbery - Street,,141,Central,Mid-Town Belvedere,39.3013,-76.61375
7/4/14,4D,15:20:00,400 N Robinson St,Agg. Assault,Hands,224,Southeastern,Ellwood Park/Monument,39.29651,-76.57298
7/4/14,4A,3:30:00,1100 E Belvedere Av,Agg. Assault,Firearm,522,Northern,Glen Oaks,39.36006,-76.59704
7/4/14,3AF,0:40:00,1800 N Caroline St,Robbery - Street,Firearm,343,Eastern,Oliver,39.31067,-76.59841
7/4/14,1K,22,1300 N Patterson Park Av,Homicide,Knife,331,Eastern,Broadway East,39.30589,-76.58553
7/4/14,3JK,1:00:00,3300 Fait Av,Robbery - Residence,Knife,232,Southeastern,Canton,39.28344,-76.56954
7/4/14,3K,1:35:00,4500 Marble Hall Rd,Robbery - Residence,,413,Northeastern,New Northwood,39.34495,-76.59712
7/4/14,4B,1:45:00,100 S Grundy St,Agg. Assault,Knife,223,Southeastern,Baltimore Highlands,39.29146,-76.5637
7/4/14,3B,1:51:00,1700 Dundalk Av,Robbery - Street,,243,Southeastern,Graceland Park,39.27358,-76.53133
7/4/14,3K,2:45:00,2900 Presbury St,Robbery - Residence,,813,Southwestern,Northwest Community Action,39.30715,-76.66677
7/4/14,3AF,12:30:00,700 Yale Av,Robbery - Street,Firearm,833,Southwestern,Yale Heights,39.27316,-76.69059
7/4/14,3K,15:42:00,600 Cherrycrest Rd,Robbery - Residence,,922,Southern,Cherry Hill,39.24864,-76.62133
7/4/14,3B,17:57:00,1600 W North Av,Robbery - Street,,733,Western,Penn North,39.31005,-76.6434
7/4/14,1F,1703,3200 Chelsea Ter,Homicide,Firearm,642,Northwestern,Concerned Citizens Of Forest Park,39.32382,-76.68333
7/4/14,3B,18:05:00,400 S Bentalou St,Robbery - Street,,841,Southwestern,Millhill,39.2828,-76.6526
7/4/14,3D,18:10:00,3800 Eastern Av,Robbery - Commercial,,233,Southeastern,Brewers Hill,39.28667,-76.56499
7/4/14,4C,18:10:00,3800 Eastern Av,Agg. Assault,Other,233,Southeastern,Brewers Hill,39.28667,-76.56499
7/4/14,3AF,19:10:00,4700 Loch Raven Blvd,Robbery - Street,Firearm,413,Northeastern,New Northwood,39.34791,-76.59201
7/4/14,4D,22:30:00,2900 Edison Hw,Agg. Assault,Hands,434,Northeastern,Belair-Edison,39.31748,-76.57293
7/4/14,4C,23:31:00,5200 Crowson Av,Agg. Assault,Other,521,Northern,York-Homeland,39.35197,-76.61088
7/4/14,4C,23:31:00,5200 Crowson Av,Agg. Assault,Other,521,Northern,York-Homeland,39.35197,-76.61088
7/4/14,3B,23:50:00,300 S Regester St,Robbery - Street,,213,Southeastern,Fells Point,39.28758,-76.59245
7/4/14,4D,23:55:00,2100 Garrison Bd,Agg. Assault,Hands,812,Southwestern,Mount Holly,39.31146,-76.6751
7/3/14,4D,0:01:00,3400 Kenyon Ave,Agg. Assault,Hands,432,Northeastern,Belair-Edison,39.32202,-76.56465
7/3/14,4B,0:30:00,1200 N Curley St,Agg. Assault,Knife,332,Eastern,Berea,39.30537,-76.5763
7/3/14,3AJF,2:15:00,3000 Virginia Av,Robbery - Carjacking,Firearm,532,Northern,Cylburn,39.34502,-76.66768
7/3/14,4D,2:35:00,200 S Regester St,Agg. Assault,Hands,213,Southeastern,Fells Point,39.28904,-76.5925
7/3/14,3CF,6:11:00,0 South St,Robbery - Commercial,Firearm,111,Central,Downtown,39.28959,-76.61101
7/3/14,4C,11:00:00,1300 W Pratt St,Agg. Assault,Other,933,Southern,Union Square,39.2856,-76.63808
7/3/14,4C,14:55:00,400 W Lexington St,Agg. Assault,Other,111,Central,Downtown,39.29131,-76.6101
7/3/14,9S,1447,2100 Homewood Av,Shooting,Firearm,342,Eastern,East Baltimore Midway,39.314,-76.60731
7/3/14,4A,16:08:00,2100 Homewood Av,Agg. Assault,Firearm,342,Eastern,East Baltimore Midway,39.314,-76.60731
7/3/14,3B,17:48:00,100 N Howard St,Robbery - Street,,111,Central,Downtown,39.29076,-76.61948
7/3/14,4C,19:44:00,1900 W Lafayette Av,Agg. Assault,Other,722,Western,Midtown-Edmondson,39.29876,-76.64765
7/3/14,4C,22:30:00,1400 E Madison St,Agg. Assault,Other,313,Eastern,Gay Street,39.29928,-76.59909
7/3/14,3B,22:30:00,3800 E Lombard St,Robbery - Street,,223,Southeastern,Baltimore Highlands,39.2915,-76.56552
7/2/14,4A,15:59:00,900 N Bond St,Agg. Assault,Firearm,313,Eastern,Gay Street,39.30063,-76.59639
7/2/14,4A,15:59:00,900 N Bond St,Agg. Assault,Firearm,313,Eastern,Gay Street,39.30063,-76.59639
7/2/14,9S,1559,900 N Bond St,Shooting,Firearm,313,Eastern,Gay Street,39.30063,-76.59639
7/2/14,9S,1559,900 N Bond St,Shooting,Firearm,313,Eastern,Gay Street,39.30063,-76.59639
7/2/14,3B,15:30:00,3300 Carlisle Av,Robbery - Street,,641,Northwestern,Hanlon-Longwood,39.31946,-76.67324
7/2/14,4B,19:00:00,1400 Homestead St,Agg. Assault,Knife,411,Northeastern,Coldstream Homestead Montebello,39.3229,-76.59882
7/2/14,3K,19:00:00,1200 Kitmore Rd,Robbery - Residence,,413,Northeastern,New Northwood,39.35034,-76.5973
7/2/14,4B,19:20:00,700 Poplar Grove St,Agg. Assault,Knife,814,Southwestern,Franklintown Road,39.29662,-76.66508
7/2/14,3B,19:34:00,500 Benninghaus Rd,Robbery - Street,,523,Northern,Mid-Govans,39.35923,-76.60874
7/2/14,3AF,0:03:00,200 W Lorraine Av,Robbery - Street,Firearm,511,Northern,Remington,39.31997,-76.62011
7/2/14,3AF,1:05:00,3800 Windsor Mill Rd,Robbery - Street,Firearm,812,Southwestern,Mount Holly,39.31299,-76.68099
7/2/14,4C,1:10:00,100 N Lakewood Av,Agg. Assault,Other,222,Southeastern,Patterson Park Neighborhood,39.29388,-76.5791
7/2/14,3B,1:45:00,1300 Maryland Av,Robbery - Street,,141,Central,Mid-Town Belvedere,39.30458,-76.61753
7/2/14,2A,2:24:00,500 Chateau Av,Rape,Other,524,Northern,Winston-Govans,39.35082,-76.60889
7/2/14,4A,5:09:00,900 W Saratoga St,Agg. Assault,Firearm,712,Western,Poppleton,39.29255,-76.63244
7/2/14,4A,9:18:00,3200 Annapolis Rd,Agg. Assault,Firearm,922,Southern,Cherry Hill,39.25056,-76.63942
7/2/14,3AK,11:20:00,3800 E Lombard St,Robbery - Street,Knife,223,Southeastern,Baltimore Highlands,39.2915,-76.56552
7/2/14,4C,14:00:00,0 S Broadway,Agg. Assault,Other,212,Southeastern,Washington Hill,39.29097,-76.59393
7/2/14,3B,15:00:00,400 S Howard St,Robbery - Street,,941,Southern,Stadium Area,39.28467,-76.61928
7/2/14,3B,20:15:00,4400 Frankford Av,Robbery - Street,,444,Northeastern,Frankford,39.33584,-76.5492
7/2/14,3AF,21:45:00,2700 Bauernwood Av,Robbery - Street,Firearm,424,Northeastern,North Harford Road,39.36921,-76.55435
7/2/14,4D,22:50:00,1700 N Pulaski St,Agg. Assault,Hands,741,Western,Easterwood,39.30808,-76.65117
7/2/14,4D,22:50:00,1100 E Fort Av,Agg. Assault,Hands,943,Southern,Riverside,39.27078,-76.59875
7/2/14,4D,23:40:00,2900 E Madison St,Agg. Assault,Hands,323,Eastern,Madison-Eastend,39.30016,-76.57628
7/2/14,3B,23:50:00,4700 Park Heights Av,Robbery - Street,,614,Northwestern,Central Park Heights,39.34431,-76.67061
7/1/14,4A,1:37:00,5100 Reisterstown Rd,Agg. Assault,Firearm,623,Northwestern,Woodmere,39.34221,-76.68251
7/1/14,3AF,5:30:00,1400 Mullikin Ct,Robbery - Street,Firearm,212,Southeastern,Dunbar-Broadway,39.29441,-76.59875
7/1/14,3AF,6:59:00,4400 Reisterstown Rd,Robbery - Street,Firearm,613,Northwestern,Towanda-Grantley,39.33897,-76.66802
7/1/14,4B,7:00:00,2100 Hollins St,Agg. Assault,Knife,842,Southwestern,Boyd-Booth,39.28695,-76.65065
7/1/14,3JK,9:00:00,2100 W Fayette St,Robbery - Residence,Knife,714,Western,Penrose/Fayette Street Outreach,39.28932,-76.65063
7/1/14,3CO,9:15:00,800 N Woodington Rd,Robbery - Commercial,Other,844,Southwestern,Edmondson Village,39.29723,-76.6861
7/1/14,4B,9:20:00,4900 Eastern Av,Agg. Assault,Knife,242,Southeastern,Greektown,39.28706,-76.55422
7/1/14,3K,0:00:00,4400 Chalet Ct,Robbery - Residence,,443,Northeastern,Frankford,39.32669,-76.56023
7/1/14,4A,0:03:00,1800 Federal St,Agg. Assault,Firearm,331,Eastern,Broadway East,39.30864,-76.59273
7/1/14,4B,0:30:00,5800 Narcissus Ave,Agg. Assault,Knife,632,Northwestern,Glen,39.35358,-76.68846
7/1/14,4C,13:21:00,1100 Montcalm Ct,Agg. Assault,Other,913,Southern,Brooklyn,39.2276,-76.59728
7/1/14,4C,13:21:00,1100 Montcalm Ct,Agg. Assault,Other,913,Southern,Brooklyn,39.2276,-76.59728
7/1/14,4B,14:25:00,4000 W Franklin St,Agg. Assault,Knife,843,Southwestern,Allendale,39.29246,-76.68325
7/1/14,4B,15:45:00,800 E Jeffrey St,Agg. Assault,Knife,913,Southern,Brooklyn,39.23231,-76.60045
7/1/14,3CF,15:55:00,5900 Pulaski Hw,Robbery - Commercial,Firearm,241,Northeastern,Pulaski Industrial Area,39.30204,-76.5471
7/1/14,3B,0:53:00,200 N Lakewood Av,Robbery - Street,,221,Southeastern,McElderry Park,39.29485,-76.57925
7/1/14,9S,3,1800 E Federal St,Shooting,Firearm,331,Eastern,Broadway East,39.30864,-76.59273
7/1/14,3AJF,1:01:00,2100 Eagle St,Robbery - Carjacking,Firearm,841,Southwestern,Carrollton Ridge,39.28048,-76.649
7/1/14,4B,9:20:00,4900 Eastern Av,Agg. Assault,Knife,242,Southeastern,Greektown,39.28706,-76.55422
7/1/14,4B,9:20:00,4900 Eastern Av,Agg. Assault,Knife,242,Southeastern,Greektown,39.28706,-76.55422
7/1/14,4B,9:20:00,4900 Eastern Av,Agg. Assault,Knife,242,Southeastern,Greektown,39.28706,-76.55422
7/1/14,4C,11:50:00,2300 Gwynns Falls Pw,Agg. Assault,Other,731,Western,Mondawmin,39.31539,-76.65423
7/1/14,4A,12:15:00,2900 Sisson St,Agg. Assault,Firearm,511,Northern,Jones Falls Area,39.32102,-76.62691
7/1/14,4C,17:00:00,2800 W Cold Spring La,Agg. Assault,Other,613,Northwestern,Towanda-Grantley,39.33849,-76.6689
7/1/14,2A,17:39:17,800 W Lombard St,Rape,Other,931,Southern,Hollins Market,39.28703,-76.62878
7/1/14,4C,20:45:00,700 E 25Th St,Agg. Assault,Other,411,Northeastern,Coldstream Homestead Montebello,39.31829,-76.60557
7/1/14,4C,20:45:00,700 E 25Th St,Agg. Assault,Other,411,Northeastern,Coldstream Homestead Montebello,39.31829,-76.60557
7/1/14,4D,21:00:00,5200 St Charles Av,Agg. Assault,Hands,623,Northwestern,Woodmere,39.3453,-76.6841
7/1/14,4B,21:20:00,700 N Grantley St,Agg. Assault,Knife,844,Southwestern,Edgewood,39.29647,-76.67624
7/1/14,4C,21:57:00,2400 Marbourne,Agg. Assault,Other,923,Southern,Lakeland,39.2543,-76.6516
7/1/14,4C,21:57:00,2400 Marbourne,Agg. Assault,Other,923,Southern,Lakeland,39.2543,-76.6516
7/1/14,4C,21:57:00,2400 Marbourne,Agg. Assault,Other,923,Southern,Lakeland,39.2543,-76.6516
7/1/14,4C,21:57:00,2400 Marbourne,Agg. Assault,Other,923,Southern,Lakeland,39.2543,-76.6516
7/1/14,4C,22:20:00,4500 Shamrock Av,Agg. Assault,Other,442,Northeastern,Parkside,39.3244,-76.56009
7/1/14,4A,22:24:00,300 N Stricker St,Agg. Assault,Firearm,711,Western,Franklin Square,39.29263,-76.64117
7/1/14,4D,22:30:00,400 N Bond St,Agg. Assault,Hands,213,Southeastern,Fells Point,39.28636,-76.59545
7/1/14,4D,22:30:00,400 N Bond St,Agg. Assault,Hands,213,Southeastern,Fells Point,39.28636,-76.59545
7/1/14,9S,2224,300 N Stricker St,Shooting,Firearm,711,Western,Franklin Square,39.29221,-76.64122
7/1/14,1O,2351,5800 Reisterstown Rd,Homicide,Other,631,Northwestern,Reisterstown Station,39.35075,-76.69467
6/30/14,4B,23:45:00,900 W Lexington St,Agg. Assault,Knife,712,Western,Poppleton,39.29106,-76.6325
6/30/14,3B,0:06:00,500 S Smallwood St,Robbery - Street,,841,Southwestern,Carrollton Ridge,39.28181,-76.65115
6/30/14,3K,0:30:00,2700 Pulaski Hwy,Robbery - Residence,,221,Southeastern,McElderry Park,39.29484,-76.57839
6/30/14,3AO,0:36:00,100 W Pratt St,Robbery - Street,Other,113,Central,Downtown West,39.28647,-76.61639
6/30/14,3AF,1:22:00,3300 Swan Dr,Robbery - Street,Firearm,531,Northern,Druid Hill Park,39.31818,-76.64289
6/30/14,3B,1:50:00,0 Commerce St,Robbery - Street,,111,Central,Downtown,39.28964,-76.61025
6/30/14,9S,137,5100 Reisterstown Rd,Shooting,Firearm,623,Northwestern,Woodmere,39.34221,-76.68251
6/30/14,3K,4:30:00,2700 Ruscombe La,Robbery - Residence,,532,Northern,Cylburn,39.34824,-76.66266
6/30/14,3K,4:30:00,2700 Ruscombe La,Robbery - Residence,,532,Northern,Cylburn,39.34824,-76.66266
6/30/14,3AK,6:00:00,3100 E Northern Pw,Robbery - Street,Knife,424,Northeastern,North Harford Road,39.36232,-76.54881
6/30/14,3AF,6:00:00,4000 Loch Raven Blvd,Robbery - Street,Firearm,413,Northeastern,Original Northwood,39.3378,-76.59413
6/30/14,3CK,7:40:00,3300 Pulaski Hw,Robbery - Commercial,Knife,224,Southeastern,Ellwood Park/Monument,39.29589,-76.5705
6/30/14,3JK,12:30:00,5500 Gerland Av,Robbery - Residence,Knife,444,Northeastern,Frankford,39.33421,-76.54205
6/30/14,3AF,13:15:00,2200 Baker St,Robbery - Street,Firearm,723,Western,Coppin Heights/Ash-Co-East,39.30644,-76.65306
6/30/14,4D,13:20:00,3100 Pulaski Hw,Agg. Assault,Hands,224,Southeastern,Ellwood Park/Monument,39.29545,-76.57344
6/30/14,4B,13:39:00,1700 N Dallas St,Agg. Assault,Knife,343,Eastern,Oliver,39.31012,-76.5976
6/30/14,3AF,13:45:00,2700 Ailsa Av,Robbery - Street,Firearm,421,Northeastern,Lauraville,39.34877,-76.56945
6/30/14,4A,17:51:00,1500 Orleans St,Agg. Assault,Firearm,321,Eastern,Dunbar-Broadway,39.2952,-76.59719
6/30/14,4A,17:51:00,1500 Orleans St,Agg. Assault,Firearm,321,Eastern,Dunbar-Broadway,39.2952,-76.59719
6/30/14,9S,1751,200 N Bond St,Shooting,Firearm,212,Southeastern,Dunbar-Broadway,39.29366,-76.59594
6/30/14,3CK,18:21:00,3300 E Fayette St,Robbery - Commercial,Knife,222,Southeastern,Patterson Park Neighborhood,39.29481,-76.57081
6/30/14,4D,22:51:00,1800 N Washington St,Agg. Assault,Hands,331,Eastern,Broadway East,39.31131,-76.5904
6/30/14,4A,22:56:00,1300 Hollins St,Agg. Assault,Firearm,933,Southern,Union Square,39.28757,-76.6383
6/30/14,9S,2256,1300 Hollins St,Shooting,Firearm,933,Southern,Union Square,39.28757,-76.6383
6/29/14,4A,18:54:00,800 Allendale St,Agg. Assault,Firearm,844,Southwestern,Edgewood,39.29744,-76.67854
6/29/14,1F,1900,800 Allendale St,Homicide,Firearm,844,Southwestern,Edgewood,39.29744,-76.67854
6/29/14,9S,1900,800 Allendale St,Shooting,Firearm,844,Southwestern,Edgewood,39.29744,-76.67854
6/29/14,1F,1900,800 Allendale St,Homicide,Firearm,844,Southwestern,Edgewood,39.29744,-76.67854
6/29/14,4B,20:25:00,4000 Fernhill,Agg. Assault,Knife,621,Northwestern,West Arlington,39.33769,-76.68579
6/29/14,4C,20:30:00,1700 Darley Av,Agg. Assault,Other,342,Eastern,Darley Park,39.31473,-76.59262
6/29/14,4C,20:49:00,4100 Audrey Av,Agg. Assault,Other,913,Southern,Brooklyn,39.23003,-76.60399
6/29/14,3AF,0:18:00,1300 Ballard Way,Robbery - Street,Firearm,243,Southeastern,O'Donnell Heights,39.27875,-76.5424
6/29/14,3AO,0:40:00,0 E 28Th St,Robbery - Street,Other,512,Northern,Charles Village,39.32194,-76.61714
6/29/14,4B,1:00:00,100 Mcmechen St,Agg. Assault,Knife,132,Central,Bolton Hill,39.31003,-76.62388
6/29/14,4B,1:00:00,5600 Jonquil Av,Agg. Assault,Knife,632,Northwestern,Glen,39.35112,-76.68769
6/29/14,4B,1:00:00,5600 Jonquil Av,Agg. Assault,Knife,632,Northwestern,Glen,39.35112,-76.68769
6/29/14,4C,2:30:00,0 S Carey St,Agg. Assault,Other,931,Southern,Hollins Market,39.28721,-76.63803
6/29/14,4D,3:10:00,1800 Rutland Av,Agg. Assault,Hands,331,Eastern,Broadway East,39.31116,-76.59295
6/29/14,3B,4:42:00,200 N Gay St,Robbery - Street,,111,Central,Downtown,39.29231,-76.60886
6/29/14,3AF,4:42:00,1300 N Caroline St,Robbery - Street,Firearm,343,Eastern,Oliver,39.30533,-76.59809
6/29/14,3AJF,6:00:00,1300 N Fremont Av,Robbery - Carjacking,Firearm,743,Western,Sandtown-Winchester,39.30359,-76.63696
6/29/14,4A,9:54:00,2400 W Baltimore St,Agg. Assault,Firearm,714,Western,Penrose/Fayette Street Outreach,39.28783,-76.6549
6/29/14,4D,10:00:00,2100 Hollins St,Agg. Assault,Hands,842,Southwestern,Boyd-Booth,39.28696,-76.65057
6/29/14,4A,12:45:00,600 N Linwood Ave,Agg. Assault,Firearm,221,Southeastern,McElderry Park,39.298,-76.57661
6/29/14,3B,13:55:00,5800 Hillen Rd,Robbery - Street,,415,Northeastern,Loch Raven,39.35916,-76.58182
6/29/14,4C,15:11:00,1300 N Mount St,Agg. Assault,Other,743,Western,Sandtown-Winchester,39.30404,-76.6447
6/29/14,4C,16:30:00,4000 Eastern Av,Agg. Assault,Other,233,Southeastern,Brewers Hill,39.28676,-76.56306
6/29/14,4C,16:30:00,4000 Eastern Av,Agg. Assault,Other,233,Southeastern,Brewers Hill,39.28676,-76.56306
6/29/14,3B,21:44:00,2200 N Charles St,Robbery - Street,,514,Northern,Old Goucher,39.31439,-76.61679
6/29/14,3AF,21:47:00,300 W 28Th St,Robbery - Street,Firearm,511,Northern,Remington,39.32086,-76.62216
6/29/14,4C,22:45:00,2400 Shirley Av,Agg. Assault,Other,533,Northern,Greenspring,39.33591,-76.65865
6/29/14,1F,2352,1300 Ward St,Homicide,Firearm,932,Southern,Washington Village/Pigtown,39.28019,-76.63487
6/28/14,3AF,6:50:00,100 Albemarle St,Robbery - Street,Firearm,211,Southeastern,Jonestown,39.28791,-76.60338
6/28/14,3CK,12:13:00,1700 Aliceanna St,Robbery - Commercial,Knife,213,Southeastern,Fells Point,39.28359,-76.59247
6/28/14,3CF,15:20:00,1600 N Patterson Pk Av,Robbery - Commercial,Firearm,331,Eastern,Broadway East,39.30901,-76.58579
6/28/14,4A,16:00:00,3500 Dolfield Ave,Agg. Assault,Firearm,643,Northwestern,Ashburton,39.33411,-76.67366
6/28/14,4A,16:00:00,3500 Dolfield Ave,Agg. Assault,Firearm,643,Northwestern,Ashburton,39.33411,-76.67366
6/28/14,3JF,0:00:00,2900 Wyman Pw,Robbery - Residence,Firearm,511,Northern,Remington,39.32356,-76.62048
6/28/14,3JF,0:00:00,2900 Wyman Pw,Robbery - Residence,Firearm,511,Northern,Remington,39.32356,-76.62048
6/28/14,3JF,0:00:00,2900 Wyman Pw,Robbery - Residence,Firearm,511,Northern,Remington,39.32356,-76.62048
6/28/14,4C,0:01:00,4200 Erdman Av,Agg. Assault,Other,333,Northeastern,Orangeville Industrial Area,39.31328,-76.56757
6/28/14,4D,0:40:00,3100 Gwynns Falls Pw,Agg. Assault,Hands,641,Northwestern,Hanlon-Longwood,39.31451,-76.67016
6/28/14,4B,0:50:00,3000 Mayfield Av,Agg. Assault,Knife,432,Northeastern,Belair-Edison,39.32175,-76.57196
6/28/14,3JF,0:50:00,2600 Georgetown Rd,Robbery - Residence,Firearm,831,Southwestern,Morrell Park,39.26852,-76.65776
6/28/14,4A,1:37:00,1800 Bank St,Agg. Assault,Firearm,212,Southeastern,Upper Fells Point,39.28673,-76.59137
6/28/14,3CF,2:30:00,7000 Reisterstown Rd,Robbery - Commercial,Firearm,631,Northwestern,Fallstaff,39.36245,-76.71073
6/28/14,3B,2:37:00,0 S Kresson St,Robbery - Street,,241,Southeastern,Kresson,39.29281,-76.55997
6/28/14,3B,3:00:00,200 N Castle St,Robbery - Street,,212,Southeastern,CARE,39.29455,-76.58848
6/28/14,4D,3:00:00,1600 Stonewood Rd,Agg. Assault,Hands,413,Northeastern,Stonewood-Pentwood-Winston,39.34859,-76.58617
6/28/14,3AK,10:20:00,2100 Wilkens Av,Robbery - Street,Knife,841,Southwestern,Carrollton Ridge,39.28121,-76.6494
6/28/14,3D,14:05:00,1500 Havenwood Rd,Robbery - Commercial,,412,Northeastern,Hillen,39.34064,-76.59034
6/28/14,4D,15:15:00,1600 W North Ave,Agg. Assault,Hands,742,Western,Sandtown-Winchester,39.30994,-76.64459
6/28/14,4C,18:00:00,3500 Pulaski Hwy,Agg. Assault,Other,224,Southeastern,Ellwood Park/Monument,39.29618,-76.56872
6/28/14,3CF,18:12:00,4200 Reisterstown Rd,Robbery - Commercial,Firearm,613,Northwestern,Towanda-Grantley,39.33663,-76.66621
6/28/14,4C,20:10:00,4300 Frederick Ave,Agg. Assault,Other,843,Southwestern,Irvington,39.28167,-76.6868
6/28/14,3B,20:45:00,1500 Washington Bd,Robbery - Street,,935,Southern,Carroll Park,39.27907,-76.63745
6/28/14,3B,21:20:00,0 W Lombard St,Robbery - Street,,111,Central,Downtown,39.28775,-76.61518
6/28/14,3AF,21:20:00,,Robbery - Street,Firearm,923,Southern,,,
6/28/14,4B,21:57:00,4800 Truesdale Av,Agg. Assault,Knife,443,Northeastern,Frankford,39.31696,-76.54881
6/28/14,4C,22:30:00,3000 E Hoffman St,Agg. Assault,Other,332,Eastern,Berea,39.30718,-76.57567
6/28/14,3B,22:45:00,800 W Pratt St,Robbery - Street,,931,Southern,Hollins Market,39.28602,-76.6291
6/28/14,4D,23:05:00,300 E Lafayette Av,Agg. Assault,Hands,311,Eastern,Greenmount West,39.31,-76.61185
6/28/14,4D,23:05:00,300 E Lafayette Av,Agg. Assault,Hands,311,Eastern,Greenmount West,39.31,-76.61185
6/27/14,3AF,5:45:00,3800 Lewin Ave,Robbery - Street,Firearm,613,Northwestern,Lucille Park,39.34179,-76.67677
6/27/14,3AF,1:30:00,3600 Greenspring Av,Robbery - Street,Firearm,612,Northwestern,Park Circle,39.33234,-76.65525
6/27/14,3B,1:53:00,5700 Edgepark Rd,Robbery - Street,,415,Northeastern,Loch Raven,39.3567,-76.57599
6/27/14,3AF,2:00:00,4100 Roland Av,Robbery - Street,Firearm,541,Northern,Roland Park,39.34004,-76.63406
6/27/14,3AJF,2:40:00,3600 W Mulberry St,Robbery - Carjacking,Firearm,843,Southwestern,Allendale,39.29183,-76.67737
6/27/14,4C,9:00:00,600 W Pratt St,Agg. Assault,Other,121,Central,University Of Maryland,39.28624,-76.62369
6/27/14,4B,10:03:00,700 S Luzerne Ave,Agg. Assault,Knife,232,Southeastern,Canton,39.28392,-76.57994
6/27/14,3JF,11:00:00,1100 Light St,Robbery - Residence,Firearm,942,Southern,Riverside,39.27665,-76.61226
6/27/14,3JO,13:00:00,800 Brooks La,Robbery - Residence,Other,133,Central,Reservoir Hill,39.31602,-76.63511
6/27/14,4C,14:02:00,300 N Monroe St,Agg. Assault,Other,714,Western,Penrose/Fayette Street Outreach,39.29206,-76.64718
6/27/14,3AF,16:15:00,6600 Vincent La,Robbery - Street,Firearm,631,Northwestern,Reisterstown Station,39.35492,-76.70835
6/27/14,1F,1600,2500 Loyola Northway,Homicide,Firearm,533,Northern,Greenspring,39.33976,-76.661
6/27/14,3B,17:30:00,0 S Patterson Park Ave,Robbery - Street,,221,Southeastern,Patterson Park,39.2912,-76.58462
6/27/14,3AF,18:27:00,300 Park Ave,Robbery - Street,Firearm,111,Central,Downtown,39.29303,-76.61816
6/27/14,3AF,18:27:00,300 Park Ave,Robbery - Street,Firearm,111,Central,Downtown,39.29303,-76.61816
6/27/14,3AF,18:27:00,300 Park Ave,Robbery - Street,Firearm,111,Central,Downtown,39.29303,-76.61816
6/27/14,3B,19:00:00,900 N Washington St,Robbery - Street,,321,Eastern,Middle East,39.30072,-76.58976
6/27/14,4B,20:10:00,1600 E Chase St,Agg. Assault,Knife,313,Eastern,Gay Street,39.30314,-76.59618
6/27/14,4D,22:10:00,1700 Carswell St,Agg. Assault,Hands,411,Northeastern,Coldstream Homestead Montebello,39.32084,-76.59265
6/27/14,3H,22:15:00,3300 E Fayette St,Robbery - Commercial,,222,Southeastern,Patterson Park Neighborhood,39.29481,-76.57081
6/27/14,2A,22:25:29,700 E 25Th St,Rape,Other,411,Northeastern,Coldstream Homestead Montebello,39.31836,-76.60364
6/27/14,4C,22:27:00,500 W Preston St,Agg. Assault,Other,123,Central,Upton,39.29833,-76.62722
6/27/14,4D,22:27:00,500 W Preston St,Agg. Assault,Hands,123,Central,Upton,39.29833,-76.62722
6/27/14,3AK,22:40:00,400 S Ellwood Av,Robbery - Street,Knife,221,Southeastern,Patterson Park,39.28726,-76.57304
6/26/14,3AF,23:38:00,2300 Westwood Ave,Robbery - Street,Firearm,723,Western,Coppin Heights/Ash-Co-East,39.3086,-76.65412
6/26/14,4A,23:38:00,2300 Westwood Ave,Agg. Assault,Firearm,723,Western,Coppin Heights/Ash-Co-East,39.3086,-76.65412
6/26/14,3K,22:30:00,1300 N Ellwood Av,Robbery - Residence,,332,Eastern,Berea,39.30643,-76.57385
6/26/14,4B,23:24:00,3100 Mc Elderry St,Agg. Assault,Knife,224,Southeastern,Ellwood Park/Monument,39.2981,-76.57364
6/26/14,3JF,23:24:00,1100 Inner Cr,Robbery - Residence,Firearm,911,Southern,Curtis Bay,39.23057,-76.59281
6/26/14,3AF,20:20:00,2300 Greenmount Ave,Robbery - Street,Firearm,341,Eastern,Barclay,39.31593,-76.60951
6/26/14,3AF,20:45:00,6700 Moyer Av,Robbery - Street,Firearm,424,Northeastern,North Harford Road,39.36068,-76.54405
6/26/14,3AF,2:00:00,3400 Westerwald Ave,Robbery - Street,Firearm,543,Northern,Waverly,39.3298,-76.60506
6/26/14,4C,2:30:00,700 Mura St,Agg. Assault,Other,311,Eastern,Johnston Square,39.30434,-76.6074
6/26/14,3B,2:46:00,1000 Hargrove Street,Robbery - Street,,141,Central,Mid-Town Belvedere,39.3013,-76.61375
6/26/14,2A,3:05:04,200 N Carey St,Rape,Other,711,Western,Franklin Square,39.29189,-76.63835
6/26/14,1F,1052,3600 W Cold Spring La,Homicide,Firearm,643,Northwestern,Ashburton,39.33596,-76.6755
6/26/14,4A,11:45:00,2200 Bryant Av,Agg. Assault,Firearm,732,Western,Parkview/Woodbrook,39.31644,-76.6493
6/26/14,4C,15:30:00,6500 Brook Av,Agg. Assault,Other,425,Northeastern,Rosemont East,39.35583,-76.53579
