CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Post,District,Neighborhood,Latitude,Longitude
3/3/16,21:00:00,6J,2900 CLIFTON AVE,LARCENY,,811,SOUTHWESTERN,Walbrook,39.31128,-76.66689
3/3/16,21:20:00,4E,1600 N MONROE ST,COMMON ASSAULT,HANDS,741,WESTERN,Easterwood,39.30697,-76.64803
3/3/16,21:20:00,6J,6500 EASTERN AVE,LARCENY,,242,SOUTHEASTERN,Pulaski Industrial Area,39.28776,-76.53576
3/3/16,21:23:00,4C,1500 PENNSYLVANIA AVE,AGG. ASSAULT,OTHER,123,CENTRAL,Upton,39.30204,-76.63285
3/3/16,21:23:00,4C,1500 PENNSYLVANIA AVE,AGG. ASSAULT,OTHER,123,CENTRAL,Upton,39.30204,-76.63285
3/3/16,21:23:00,4C,1500 PENNSYLVANIA AVE,AGG. ASSAULT,OTHER,123,CENTRAL,Upton,39.30204,-76.63285
3/3/16,21:23:00,4C,1500 PENNSYLVANIA AVE,AGG. ASSAULT,OTHER,123,CENTRAL,Upton,39.30204,-76.63285
3/3/16,21:29:00,4E,2300 WINCHESTER ST,COMMON ASSAULT,HANDS,723,WESTERN,Bridgeview/Greenlawn,39.30174,-76.65427
3/3/16,21:58:00,4E,1800 W LAFAYETTE AVE,COMMON ASSAULT,HANDS,722,WESTERN,Harlem Park,39.29874,-76.64668
3/3/16,22:00:00,7A,4100 HARRIS AVE,AUTO THEFT,,422,NORTHEASTERN,Belair-Parkside,39.32884,-76.56618
3/3/16,22:15:00,4E,0 S CURLEY ST,COMMON ASSAULT,HANDS,222,SOUTHEASTERN,Patterson Park Neighborhood,39.29164,-76.57547
3/3/16,22:30:00,5A,3200 NERAK RD,BURGLARY,,632,NORTHWESTERN,Cross Country,39.37084,-76.70167
3/3/16,23:00:00,7A,2700 MATHEWS ST,AUTO THEFT,,513,NORTHERN,Better Waverly,39.32128,-76.60782
3/3/16,23:00:00,6D,1300 EUTAW PL,LARCENY FROM AUTO,,132,CENTRAL,Bolton Hill,39.30419,-76.62614
3/3/16,23:15:00,6D,3900 FAIT AVE,LARCENY FROM AUTO,,233,SOUTHEASTERN,Brewers Hill,39.28367,-76.56381
3/3/16,23:15:00,4D,2900 SHIREY AVE,AGG. ASSAULT,HANDS,421,NORTHEASTERN,Lauraville,39.34696,-76.56772
3/3/16,23:30:00,6D,,LARCENY FROM AUTO,,,,,,
3/3/16,23:40:00,5D,4400 EDMONDSON AVE,BURGLARY,,822,SOUTHWESTERN,Rognel Heights,39.29359,-76.68995
3/3/16,23:44:00,4B,6500 FRANKFORD AVE,AGG. ASSAULT,KNIFE,441,NORTHEASTERN,Pulaski Industrial Area,39.31385,-76.54065
3/2/16,11:00:00,6J,4200 CHARLCOTE RD,LARCENY,,542,NORTHERN,Guilford,39.34087,-76.61853
3/2/16,0:00:00,6G,1700 N REGESTER ST,LARCENY,,331,EASTERN,Broadway East,39.31006,-76.59399
3/2/16,11:00:00,7A,500 N DECKER AVE,AUTO THEFT,,224,SOUTHEASTERN,Ellwood Park/Monument,39.29729,-76.57442
3/2/16,11:00:00,4B,3800 CALLAWAY AVE,AGG. ASSAULT,KNIFE,642,NORTHWESTERN,Callaway-Garrison,39.33128,-76.67653
3/2/16,12:00:00,7A,1600 ASHLAND AVE,AUTO THEFT,,313,EASTERN,Gay Street,39.30049,-76.59544
3/2/16,12:00:00,6G,0 S SCHROEDER ST,LARCENY,,931,SOUTHERN,Hollins Market,39.28783,-76.63369
3/2/16,12:00:00,6J,400 S BENTALOU ST,LARCENY,,841,SOUTHWESTERN,Carrollton Ridge,39.28198,-76.65249
3/2/16,12:12:00,4C,1600 EDISON HWY,AGG. ASSAULT,OTHER,332,EASTERN,Berea,39.30938,-76.57308
3/2/16,12:30:00,7A,2000 N EDGEWOOD ST,AUTO THEFT,,812,SOUTHWESTERN,Fairmont,39.31003,-76.67597
3/2/16,12:40:00,5D,4400 SPRINGWOOD AVE,BURGLARY,,445,NORTHEASTERN,Cedmont,39.34795,-76.53064
3/2/16,13:13:00,4E,3700 W BELVEDERE AVE,COMMON ASSAULT,HANDS,633,NORTHWESTERN,Arlington,39.34608,-76.68065
3/2/16,13:20:00,6C,2000 EDMONDSON AVE,LARCENY,,722,WESTERN,Midtown-Edmondson,39.29512,-76.64916
3/2/16,13:30:00,5A,400 E 28TH ST,BURGLARY,,513,NORTHERN,Harwood,39.32218,-76.61042
3/2/16,14:00:00,6E,1700 E FAIRMOUNT AVE,LARCENY,,212,SOUTHEASTERN,Washington Hill,39.29266,-76.59242
3/2/16,14:20:00,6C,1600 PENNSYLVANIA AVE,LARCENY,,123,CENTRAL,Upton,39.30344,-76.63458
3/2/16,14:45:00,4E,0 S PATTERSON PARK AVE,COMMON ASSAULT,HANDS,212,SOUTHEASTERN,Butcher's Hill,39.29122,-76.5847
3/2/16,15:00:00,6E,1000 N MOUNT ST,LARCENY,,743,WESTERN,Sandtown-Winchester,39.30009,-76.64447
3/2/16,15:30:00,4E,7200 OLD HARFORD RD,COMMON ASSAULT,HANDS,424,NORTHEASTERN,North Harford Road,39.37028,-76.55267
3/2/16,15:45:00,3B,4500 YORK RD,ROBBERY - STREET,,542,NORTHERN,Guilford,39.34307,-76.60963
3/2/16,16:00:00,6J,0 N ELLWOOD AVE,LARCENY,,222,SOUTHEASTERN,Patterson Park Neighborhood,39.29277,-76.5734
3/2/16,16:00:00,7A,600 S CHARLES ST,AUTO THEFT,,941,SOUTHERN,Otterbein,39.28196,-76.61476
3/2/16,0:07:00,4E,2600 GARRISON BLVD,COMMON ASSAULT,HANDS,641,NORTHWESTERN,Garwyn Oaks,39.31738,-76.67692
3/2/16,0:10:00,3AF,3600 OAKMONT AVE,ROBBERY - STREET,FIREARM,613,NORTHWESTERN,Central Park Heights,39.34405,-76.67684
3/2/16,0:36:00,4E,1700 CARSWELL ST,COMMON ASSAULT,HANDS,411,NORTHEASTERN,Coldstream Homestead Montebello,39.32138,-76.59339
3/2/16,0:40:00,3CF,5400 REISTERSTOWN RD,ROBBERY - COMMERCIAL,FIREARM,623,NORTHWESTERN,Woodmere,39.34716,-76.68944
3/2/16,1:01:00,6J,3200 TIOGA PKWY,LARCENY,,731,NORTHWESTERN,Mondawmin,39.318,-76.65821
3/2/16,1:10:00,6D,1600 ABBOTSTON ST,LARCENY FROM AUTO,,411,NORTHEASTERN,Coldstream Homestead Montebello,39.32272,-76.59413
3/2/16,1:30:00,4C,1500 MADISON AVE,AGG. ASSAULT,OTHER,132,CENTRAL,Madison Park,39.30488,-76.62922
3/2/16,1:45:00,5A,500 CUMBERLAND ST,BURGLARY,,131,CENTRAL,Druid Heights,39.30972,-76.64101
3/2/16,2:00:00,4E,800 LINDEN AVE,COMMON ASSAULT,HANDS,142,CENTRAL,Mount Vernon,39.2993,-76.62075
3/2/16,2:37:00,7A,2500 N LONGWOOD ST,AUTO THEFT,,641,NORTHWESTERN,Hanlon-Longwood,39.31548,-76.66796
3/2/16,5:30:00,4F,5800 WILLOWTON AVE,ASSAULT BY THREAT,,415,NORTHEASTERN,Loch Raven,39.35946,-76.57761
3/2/16,5:30:00,5A,5300 WINNER AVE,BURGLARY,,633,NORTHWESTERN,Pimlico Good Neighbors,39.35187,-76.6769
3/2/16,5:40:00,5A,4500 CEDARGARDEN RD,BURGLARY,,833,SOUTHWESTERN,Yale Heights,39.27628,-76.69213
3/2/16,6:00:00,6G,2300 GROVE ST,LARCENY,,831,SOUTHWESTERN,Morrell Park,39.2709,-76.65285
3/2/16,7:00:00,6D,1200 GUILFORD AVE,LARCENY FROM AUTO,,141,CENTRAL,Mid-Town Belvedere,39.30402,-76.61199
3/2/16,7:25:00,4E,1600 E 25TH ST,COMMON ASSAULT,HANDS,342,EASTERN,Darley Park,39.31629,-76.5942
3/2/16,8:00:00,6E,4800 MANNASOTA AVE,LARCENY,,443,NORTHEASTERN,Frankford,39.33202,-76.55667
3/2/16,8:00:00,5C,2500 WOODBROOK AVE,BURGLARY,,733,WESTERN,Penn North,39.31236,-76.64347
3/2/16,8:00:00,4E,4100 NEWTON AVE,COMMON ASSAULT,HANDS,623,NORTHWESTERN,Woodmere,39.34771,-76.69145
3/2/16,8:00:00,5D,200 KANE ST,BURGLARY,,241,SOUTHEASTERN,Hopkins Bayview,39.29216,-76.53608
3/2/16,8:30:00,5A,800 WOODWARD ST,BURGLARY,,932,SOUTHERN,Washington Village/Pigtown,39.28165,-76.62766
3/2/16,10:00:00,7A,BALTIMORE ST & N HOWARD ST,AUTO THEFT,,111,CENTRAL,Downtown,39.28935,-76.61945
3/2/16,10:00:00,6J,2200 POPLAR GROVE ST,LARCENY,,811,SOUTHWESTERN,Walbrook,39.31301,-76.66605
3/2/16,10:30:00,4E,100 S CAROLINE ST,COMMON ASSAULT,HANDS,212,SOUTHEASTERN,Washington Hill,39.29009,-76.59712
3/2/16,10:35:00,6G,,LARCENY,,,,,,
3/2/16,16:03:00,6D,6400 EASTERN AVE,LARCENY FROM AUTO,,241,SOUTHEASTERN,Bayview,39.2878,-76.53846
3/2/16,16:30:00,6G,1800 N DURHAM ST,LARCENY,,331,EASTERN,Broadway East,39.31163,-76.59239
3/2/16,16:50:00,6C,3800 EASTERN AVE,LARCENY,,231,SOUTHEASTERN,Highlandtown,39.28673,-76.56483
3/2/16,17:00:00,5B,3200 GWYNNS FALLS PKWY,BURGLARY,,811,NORTHWESTERN,Walbrook,39.3142,-76.67204
3/2/16,17:10:00,5C,1900 W LANVALE ST,BURGLARY,,722,WESTERN,Midtown-Edmondson,39.29755,-76.64848
3/2/16,17:15:00,3B,400 FALLSWAY,ROBBERY - STREET,,312,EASTERN,Penn-Fallsway,39.29339,-76.60937
3/2/16,18:00:00,4E,37TH ST & ROLAND AV,COMMON ASSAULT,HANDS,531,NORTHERN,Hampden,39.33274,-76.63278
3/2/16,18:30:00,7A,AV & POTEE ST,AUTO THEFT,,922,SOUTHERN,Middle Branch/Reedbird Parks,39.24946,-76.61489
3/2/16,18:30:00,7A,3700 LABYRINTH RD,AUTO THEFT,,631,NORTHWESTERN,Fallstaff,39.36249,-76.7031
3/2/16,19:25:00,6C,2300 BOSTON ST,LARCENY,,232,SOUTHEASTERN,Canton,39.28263,-76.58353
3/2/16,19:30:00,6D,3800 ELMLEY AVE,LARCENY FROM AUTO,,432,NORTHEASTERN,Belair-Edison,39.3178,-76.5644
3/2/16,19:50:00,4F,800 UNETTA AVE,ASSAULT BY THREAT,,832,SOUTHWESTERN,Saint Agnes,39.27314,-76.6751
3/2/16,20:00:00,6D,3500 BRENDAN AVE,LARCENY FROM AUTO,,432,NORTHEASTERN,Belair-Edison,39.31882,-76.56752
3/2/16,20:00:00,6E,4300 BERGER AVE,LARCENY,,444,NORTHEASTERN,Frankford,39.33907,-76.5464
3/2/16,20:59:00,4E,1600 N MONROE ST,COMMON ASSAULT,HANDS,742,WESTERN,Sandtown-Winchester,39.30727,-76.64797
3/2/16,20:59:00,4E,1600 N MONROE ST,COMMON ASSAULT,HANDS,742,WESTERN,Sandtown-Winchester,39.30727,-76.64797
3/2/16,21:00:00,7A,1200 S CLINTON ST,AUTO THEFT,,232,SOUTHEASTERN,Canton,39.27918,-76.56953
3/2/16,21:00:00,7A,4200 DUVALL AVE,AUTO THEFT,,641,NORTHWESTERN,Windsor Hills,39.31753,-76.6894
3/2/16,21:00:00,6G,600 ANNABEL AVE,LARCENY,,913,SOUTHERN,Brooklyn,39.23711,-76.60103
3/2/16,21:15:00,6C,5100 SINCLAIR LN,LARCENY,,443,NORTHEASTERN,Frankford,39.32226,-76.54687
3/2/16,21:24:00,3AO,HILL RD & ROUND RD,ROBBERY - STREET,OTHER,922,SOUTHERN,Cherry Hill,39.25003,-76.62805
3/2/16,21:38:00,4E,1200 N LUZERNE AVE,COMMON ASSAULT,HANDS,332,EASTERN,Berea,39.30549,-76.58125
3/2/16,23:00:00,7A,2000 DRUID PARK DR,AUTO THEFT,,533,NORTHERN,Woodberry,39.33226,-76.64735
3/2/16,23:50:00,3JF,4200 BELMAR AVE,ROBBERY - RESIDENCE,FIREARM,445,NORTHEASTERN,Cedmont,39.35193,-76.53199
3/2/16,23:50:00,3JF,4200 BELMAR AVE,ROBBERY - RESIDENCE,FIREARM,445,NORTHEASTERN,Cedmont,39.35193,-76.53199
3/2/16,23:50:00,3JF,4200 BELMAR AVE,ROBBERY - RESIDENCE,FIREARM,445,NORTHEASTERN,Cedmont,39.35193,-76.53199
3/1/16,12:30:00,6G,2700 ROSLYN AVE,LARCENY,,641,NORTHWESTERN,Garwyn Oaks,39.31837,-76.67806
3/1/16,13:00:00,4E,2700 ROSLYN AVE,COMMON ASSAULT,HANDS,641,NORTHWESTERN,Garwyn Oaks,39.31837,-76.67806
3/1/16,13:30:00,4E,GAY ST & N CHESTER ST,COMMON ASSAULT,HANDS,331,EASTERN,Broadway East,39.3088,-76.58846
3/1/16,13:39:00,6J,900 S LINWOOD AVE,LARCENY,,232,SOUTHEASTERN,Canton,39.2818,-76.57548
3/1/16,14:25:00,6J,3500 BOSTON ST,LARCENY,,233,SOUTHEASTERN,Canton Industrial Area,39.27705,-76.56694
3/1/16,14:30:00,4E,2800 SAINT LO DR,COMMON ASSAULT,HANDS,431,NORTHEASTERN,Clifton Park,39.31884,-76.58713
3/1/16,14:35:00,6B,600 E PATAPSCO AVE,LARCENY,,913,SOUTHERN,Brooklyn,39.23627,-76.60207
3/1/16,14:45:00,6C,2500 W FRANKLIN ST,LARCENY,,721,WESTERN,Rosemont Homeowners/Tenants,39.29341,-76.65833
3/1/16,15:00:00,6J,2600 ROSLYN AVE,LARCENY,,641,NORTHWESTERN,Garwyn Oaks,39.31739,-76.67816
3/1/16,15:15:00,6G,200 S EATON ST,LARCENY,,231,SOUTHEASTERN,Highlandtown,39.28941,-76.56543
3/1/16,15:38:00,4C,100 E 20TH ST,AGG. ASSAULT,OTHER,514,NORTHERN,Barclay,39.31233,-76.61431
3/1/16,16:00:00,4B,2300 GARRISON BLVD,AGG. ASSAULT,KNIFE,641,NORTHWESTERN,Garwyn Oaks,39.31436,-76.67669
3/1/16,16:15:00,7A,2600 GWYNNS FALLS PKWY,AUTO THEFT,,611,NORTHWESTERN,Burleith-Leighton,39.3156,-76.65926
3/1/16,16:25:00,3AF,1600 BOOKER CT,ROBBERY - STREET,FIREARM,743,WESTERN,Sandtown-Winchester,39.30464,-76.64359
3/1/16,16:45:00,6B,1600 E BALTIMORE ST,LARCENY,,212,SOUTHEASTERN,Washington Hill,39.2915,-76.59564
3/1/16,1622,9S,1600 BOOKER CT,SHOOTING,FIREARM,743,WESTERN,Sandtown-Winchester,39.30464,-76.64359
3/1/16,17:00:00,8J,3400 WOODRING AVE,ARSON,,424,NORTHEASTERN,North Harford Road,39.36136,-76.54152
3/1/16,17:00:00,5A,1000 MC ALEER CT,BURGLARY,,312,EASTERN,Oldtown,39.29983,-76.60351
3/1/16,17:00:00,5A,4000 WOODHAVEN AVE,BURGLARY,,641,NORTHWESTERN,Windsor Hills,39.3204,-76.68448
3/1/16,20:00:00,6F,1600 SHAKESPEARE ST,LARCENY,,213,SOUTHEASTERN,Fells Point,39.28202,-76.59496
3/1/16,20:10:00,4E,2500 ASHTON ST,COMMON ASSAULT,HANDS,841,SOUTHWESTERN,Millhill,39.28056,-76.65529
3/1/16,20:10:00,4E,2500 ASHTON ST,COMMON ASSAULT,HANDS,841,SOUTHWESTERN,Millhill,39.28056,-76.65529
3/1/16,20:14:00,4E,4700 ALTHEA AVE,COMMON ASSAULT,HANDS,443,NORTHEASTERN,Frankford,39.33203,-76.5582
3/1/16,20:30:00,4C,500 E BALTIMORE ST,AGG. ASSAULT,OTHER,111,CENTRAL,Downtown,39.28981,-76.60882
3/1/16,20:40:00,4E,600 S DURHAM ST,COMMON ASSAULT,HANDS,213,SOUTHEASTERN,Fells Point,39.2844,-76.5906
3/1/16,20:45:00,7A,6800 BOSTON AVE,AUTO THEFT,,243,SOUTHEASTERN,Graceland Park,39.28042,-76.52989
3/1/16,20:46:00,4B,1500 ENSOR ST,AGG. ASSAULT,KNIFE,343,EASTERN,Oliver,39.30762,-76.60382
3/1/16,21:00:00,4C,1400 MYRTLE AVE,AGG. ASSAULT,OTHER,123,CENTRAL,Upton,39.30033,-76.63419
3/1/16,21:00:00,7C,1300 BETHLEHEM AVE,AUTO THEFT,,243,SOUTHEASTERN,Graceland Park,39.27988,-76.53076
3/1/16,21:08:00,4D,2800 BOARMAN AVE,AGG. ASSAULT,HANDS,613,NORTHWESTERN,Towanda-Grantley,39.33778,-76.66801
3/1/16,21:35:00,4E,1700 EASTERN AVE,COMMON ASSAULT,HANDS,212,SOUTHEASTERN,Upper Fells Point,39.28566,-76.5921
3/1/16,21:50:00,5A,2000 JUBILEE CT,BURGLARY,,423,NORTHEASTERN,Hamilton Hills,39.36743,-76.5718
3/1/16,22:00:00,4E,800 LINDEN AVE,COMMON ASSAULT,HANDS,142,CENTRAL,Mount Vernon,39.2993,-76.62075
3/1/16,22:00:00,5D,3200 WOODLAND AVE,BURGLARY,,614,NORTHWESTERN,Central Park Heights,39.34501,-76.67159
3/1/16,22:10:00,3AO,RD & W COLD SPRING LN,ROBBERY - STREET,OTHER,614,NORTHWESTERN,Central Park Heights,39.3389,-76.66792
3/1/16,22:34:00,6G,1600 N BENTALOU ST,LARCENY,,723,WESTERN,Coppin Heights/Ash-Co-East,39.30706,-76.65392
3/1/16,22:45:00,3B,4100 FALLS RD,ROBBERY - STREET,,541,NORTHERN,Hoes Heights,39.33772,-76.63739
3/1/16,22:55:00,7A,500 S DALLAS ST,AUTO THEFT,,213,SOUTHEASTERN,Fells Point,39.28518,-76.596
3/1/16,23:00:00,6E,1900 CLIFTON AVE,LARCENY,,731,WESTERN,Mondawmin,39.31189,-76.6487
3/1/16,23:00:00,7C,6500 SAINT HELENA AVE,AUTO THEFT,,243,SOUTHEASTERN,Saint Helena,39.25986,-76.53132
3/1/16,23:30:00,7A,3600 ROBERTS PL,AUTO THEFT,,223,SOUTHEASTERN,Baltimore Highlands,39.29562,-76.56753
3/1/16,23:40:00,6E,3000 JANICE AVE,LARCENY,,923,SOUTHERN,Lakeland,39.25562,-76.65193
3/1/16,10:00:00,6E,2700 GRINDON AVE,LARCENY,,421,NORTHEASTERN,Lauraville,39.34519,-76.57397
3/1/16,10:00:00,6D,2200 N MONROE ST,LARCENY FROM AUTO,,731,WESTERN,Mondawmin,39.31318,-76.64833
3/1/16,10:10:00,3B,4200 SHELDON AVE,ROBBERY - STREET,,442,NORTHEASTERN,Belair-Edison,39.32861,-76.56462
3/1/16,10:12:00,6E,1600 E BALTIMORE ST,LARCENY,,212,SOUTHEASTERN,Washington Hill,39.2915,-76.59564
3/1/16,10:40:00,6G,FAYETTE ST & N HOWARD ST,LARCENY,,111,CENTRAL,Downtown,39.29046,-76.6195
3/1/16,10:40:00,6C,2400 FREDERICK AVE,LARCENY,,841,SOUTHWESTERN,Millhill,39.284,-76.65492
3/1/16,10:47:00,5A,200 N LINWOOD AVE,BURGLARY,,221,SOUTHEASTERN,McElderry Park,39.29471,-76.57639
3/1/16,11:00:00,6G,3200 E BALTIMORE ST,LARCENY,,222,SOUTHEASTERN,Patterson Park Neighborhood,39.29244,-76.57149
3/1/16,11:20:00,5B,3300 N HILTON ST,BURGLARY,,642,NORTHWESTERN,Forest Park,39.32338,-76.67189
3/1/16,11:30:00,5A,2700 MONTEBELLO TER,BURGLARY,,421,NORTHEASTERN,Lauraville,39.34421,-76.57679
3/1/16,11:30:00,6G,800 REINHARDT ST,LARCENY,,932,SOUTHERN,Washington Village/Pigtown,39.28246,-76.63075
3/1/16,12:00:00,7A,5100 WILLISTON ST,AUTO THEFT,,833,SOUTHWESTERN,Beechfield,39.27783,-76.70108
3/1/16,12:30:00,6J,100 N POTOMAC ST,LARCENY,,222,SOUTHEASTERN,Patterson Park Neighborhood,39.29418,-76.57494
3/1/16,17:50:00,3P,500 N LAKEWOOD AVE,ROBBERY - STREET,,221,SOUTHEASTERN,McElderry Park,39.29704,-76.57939
3/1/16,18:00:00,4E,1500 EUTAW PL,COMMON ASSAULT,HANDS,132,CENTRAL,Madison Park,39.30534,-76.62811
3/1/16,18:00:00,4E,2400 LOYOLA NORTHWAY,COMMON ASSAULT,HANDS,533,NORTHERN,Greenspring,39.3385,-76.65848
3/1/16,18:00:00,6F,0 E WHEELING ST,LARCENY,,942,SOUTHERN,Federal Hill,39.2785,-76.61396
3/1/16,18:16:34,2A,2100 EASTERN AVE,RAPE,OTHER,232,SOUTHEASTERN,Canton,39.28585,-76.58636
3/1/16,18:20:00,4C,1700 APPLETON ST,AGG. ASSAULT,OTHER,741,WESTERN,Easterwood,39.30811,-76.64889
3/1/16,18:30:00,5A,,BURGLARY,,,,,,
3/1/16,0:32:00,4B,EUTAW ST & W FRANKLIN ST,AGG. ASSAULT,KNIFE,111,CENTRAL,Mount Vernon,39.29489,-76.62127
3/1/16,1:46:00,5C,600 N EDEN ST,BURGLARY,,213,SOUTHEASTERN,Fells Point,39.28405,-76.59817
3/1/16,2:00:00,6D,2800 OAKFORD AVE,LARCENY FROM AUTO,,532,NORTHERN,Parklane,39.34138,-76.66241
3/1/16,2:00:00,6D,3900 FAIT AVE,LARCENY FROM AUTO,,233,SOUTHEASTERN,Brewers Hill,39.28366,-76.56388
3/1/16,2:00:00,7A,5000 PLYMOUTH RD,AUTO THEFT,,421,NORTHEASTERN,Lauraville,39.35133,-76.57402
3/1/16,2:00:00,7A,5000 PLYMOUTH RD,AUTO THEFT,,421,NORTHEASTERN,Lauraville,39.35133,-76.57402
3/1/16,2:03:00,4D,200 ST MATTHEWS ST,AGG. ASSAULT,HANDS,211,SOUTHEASTERN,Pleasant View Gardens,39.29406,-76.60367
3/1/16,2:45:00,4D,2600 TALBOT RD,AGG. ASSAULT,HANDS,641,NORTHWESTERN,Windsor Hills,39.31518,-76.68965
3/1/16,2:48:00,4C,900 N IRIS AVE,AGG. ASSAULT,OTHER,333,EASTERN,Orangeville,39.30197,-76.56246
3/1/16,2:48:00,4C,900 N IRIS AVE,AGG. ASSAULT,OTHER,333,EASTERN,Orangeville,39.30197,-76.56246
3/1/16,3:50:00,6D,1900 NORTHBOURNE RD,LARCENY FROM AUTO,,415,NORTHEASTERN,Perring Loch,39.35369,-76.58116
3/1/16,4:43:00,7A,5000 GOODNOW RD,AUTO THEFT,,443,NORTHEASTERN,Frankford,39.32643,-76.54479
3/1/16,5:00:00,5E,600 PITCHER ST,BURGLARY,,123,CENTRAL,Upton,39.30191,-76.63553
3/1/16,5:06:00,5D,1800 N SMALLWOOD ST,BURGLARY,,741,WESTERN,Easterwood,39.30928,-76.65265
3/1/16,6:30:00,6G,400 W PRATT ST,LARCENY,,113,CENTRAL,Downtown West,39.28623,-76.62092
3/1/16,7:15:00,4B,1600 W NORTH AVE,AGG. ASSAULT,KNIFE,733,WESTERN,Penn North,39.31005,-76.6434
3/1/16,8:00:00,5A,1900 PERLMAN PL,BURGLARY,,331,EASTERN,South Clifton Park,39.31307,-76.58684
3/1/16,8:00:00,6E,4800 LIBERTY HEIGHTS AVE,LARCENY,,622,NORTHWESTERN,Howard Park,39.33189,-76.69732
3/1/16,8:00:00,5A,300 S ANN ST,BURGLARY,,212,SOUTHEASTERN,Upper Fells Point,39.28759,-76.59149
3/1/16,8:00:00,6E,600 LUCIA AVE,LARCENY,,833,SOUTHWESTERN,Yale Heights,39.2737,-76.69208
3/1/16,8:00:00,5A,200 W LAFAYETTE AVE,BURGLARY,,132,CENTRAL,Bolton Hill,39.30593,-76.62534
3/1/16,8:15:00,6D,2600 BAKER ST,LARCENY FROM AUTO,,723,WESTERN,Coppin Heights/Ash-Co-East,39.30618,-76.65882
3/1/16,9:00:00,6E,0 E READ ST,LARCENY,,142,CENTRAL,Mount Vernon,39.29968,-76.6157
3/1/16,9:00:00,5A,200 W LAFAYETTE AVE,BURGLARY,,132,CENTRAL,Bolton Hill,39.30593,-76.62534
3/1/16,9:07:00,4E,2100 W PRATT ST,COMMON ASSAULT,HANDS,841,SOUTHWESTERN,Carrollton Ridge,39.28499,-76.65
3/1/16,9:25:00,6G,700 W HAMBURG ST,LARCENY,,932,SOUTHERN,Washington Village/Pigtown,39.28075,-76.62795
3/1/16,9:30:00,4C,,AGG. ASSAULT,OTHER,,,,,
3/1/16,9:50:00,4F,0 SAINT PAUL ST,ASSAULT BY THREAT,,111,CENTRAL,Downtown,39.28994,-76.61382
3/1/16,9:50:00,5A,4100 MARX AVE,BURGLARY,,426,NORTHEASTERN,Waltherson,39.33399,-76.56099
3/1/16,9:59:00,4E,1100 RAMBLEWOOD RD,COMMON ASSAULT,HANDS,522,NORTHERN,Glen Oaks,39.36227,-76.59618
3/1/16,18:30:00,6D,ST & S CONKLING ST,LARCENY FROM AUTO,,231,SOUTHEASTERN,Highlandtown,39.28946,-76.56734
3/1/16,18:40:00,3B,5000 FRANKFORD AVE,ROBBERY - STREET,,444,NORTHEASTERN,Frankford,39.32891,-76.54156
3/1/16,18:55:00,6C,200 N CHARLES ST,LARCENY,,111,CENTRAL,Downtown,39.29181,-76.61532
3/1/16,19:11:00,6C,4500 EDMONDSON AVE,LARCENY,,822,SOUTHWESTERN,Rognel Heights,39.2935,-76.69257
3/1/16,19:15:00,4E,2700 MURA ST,COMMON ASSAULT,HANDS,332,EASTERN,Berea,39.30539,-76.57932
3/1/16,19:20:00,3AF,300 W PRESTON ST,ROBBERY - STREET,FIREARM,132,CENTRAL,Madison Park,39.30325,-76.62079
3/1/16,19:30:00,3K,1500 COLE ST,ROBBERY - RESIDENCE,,935,SOUTHERN,New Southwest/Mount Clare,39.28218,-76.6417
3/1/16,19:30:00,6E,100 S MORLEY ST,LARCENY,,842,SOUTHWESTERN,Saint Josephs,39.28443,-76.67658
3/1/16,19:34:00,6C,1200 S PONCA ST,LARCENY,,233,SOUTHEASTERN,Canton Industrial Area,39.27964,-76.55453
3/1/16,19:45:00,4B,5400 CEDELLA AVE,AGG. ASSAULT,KNIFE,444,NORTHEASTERN,Frankford,39.33173,-76.54336
3/1/16,20:00:00,5D,2800 GRINDON AVE,BURGLARY,,421,NORTHEASTERN,Lauraville,39.34328,-76.57297
3/1/16,20:00:00,5C,2000 E PRATT ST,BURGLARY,,212,SOUTHEASTERN,Upper Fells Point,39.28943,-76.58789
2/29/16,2:30:00,4E,0 COMMERCE ST,COMMON ASSAULT,HANDS,111,CENTRAL,Downtown,39.28964,-76.61025
2/29/16,13:30:00,4C,2900 W COLD SPRING LN,AGG. ASSAULT,OTHER,613,NORTHWESTERN,Towanda-Grantley,39.33803,-76.67026
2/29/16,13:59:00,6C,2500 BELAIR RD,LARCENY,,434,NORTHEASTERN,Belair-Edison,39.31793,-76.57787
2/29/16,14:25:00,6E,2200 JEFFERSON ST,LARCENY,,321,EASTERN,CARE,39.29661,-76.58559
2/29/16,15:00:00,6J,1600 N CHAPEL ST,LARCENY,,331,EASTERN,Broadway East,39.30888,-76.59084
2/29/16,15:10:00,6G,5200 ROLAND AVE,LARCENY,,521,NORTHERN,Wyndhurst,39.35692,-76.63473
2/29/16,15:10:00,4E,4800 BRIARCLIFT RD,COMMON ASSAULT,HANDS,822,SOUTHWESTERN,Hunting Ridge,39.29579,-76.70339
2/29/16,15:30:00,6G,2600 TALBOT RD,LARCENY,,641,NORTHWESTERN,Windsor Hills,39.31518,-76.68965
2/29/16,15:40:00,6C,600 E 33RD ST,LARCENY,,513,NORTHERN,Better Waverly,39.32829,-76.60813
2/29/16,16:00:00,5A,900 FELL ST,BURGLARY,,213,SOUTHEASTERN,Fells Point,39.2813,-76.59028
