CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Post,District,Neighborhood,Latitude,Longitude
1/10/16,9:30:00,5A,1100 S HANOVER ST,BURGLARY,,942,SOUTHERN,Sharp-Leadenhall,39.27619,-76.61552
1/10/16,9:40:00,3B,600 N MILTON AVE,ROBBERY - STREET,,221,SOUTHEASTERN,McElderry Park,39.29786,-76.58227
1/10/16,10:00:00,4E,1200 WALKER AVE,COMMON ASSAULT,HANDS,414,NORTHEASTERN,Idlewood,39.37111,-76.59287
1/10/16,21:30:00,3B,2000 GREENMOUNT AVE,ROBBERY - STREET,,342,EASTERN,East Baltimore Midway,39.31298,-76.60945
1/10/16,21:40:00,3K,2200 ROUND RD,ROBBERY - RESIDENCE,,922,SOUTHERN,Cherry Hill,39.25357,-76.62594
1/10/16,2104,1K,3300 OLD YORK RD,HOMICIDE,KNIFE,543,NORTHERN,Waverly,39.32854,-76.60847
1/10/16,22:00:00,7A,3100 BRIGHTON ST,AUTO THEFT,,813,SOUTHWESTERN,Rosemont,39.30514,-76.66983
1/10/16,22:00:00,6G,1100 BOLTON ST,LARCENY,,132,CENTRAL,Madison Park,39.30343,-76.62265
1/10/16,22:00:00,7A,4000 ARDLEY AVE,AUTO THEFT,,432,NORTHEASTERN,Belair-Edison,39.31796,-76.55764
1/10/16,22:00:00,7A,1700 E NORTH AVE,AUTO THEFT,,342,EASTERN,South Clifton Park,39.31223,-76.59329
1/10/16,3:00:00,5D,1100 HAVERHILL RD,BURGLARY,,832,SOUTHWESTERN,Violetville,39.26784,-76.67673
1/10/16,3:30:00,3JF,5200 REISTERSTOWN RD,ROBBERY - RESIDENCE,FIREARM,623,NORTHWESTERN,Woodmere,39.34445,-76.68562
1/10/16,3:30:00,3JF,5200 REISTERSTOWN RD,ROBBERY - RESIDENCE,FIREARM,623,NORTHWESTERN,Woodmere,39.34445,-76.68562
1/10/16,3:33:00,4E,1400 CYPRESS ST,COMMON ASSAULT,HANDS,911,SOUTHERN,Curtis Bay,39.22361,-76.59117
1/10/16,6:36:00,4E,900 N FULTON AVE,COMMON ASSAULT,HANDS,743,WESTERN,Sandtown-Winchester,39.29913,-76.64569
1/10/16,7:00:00,5A,1900 N PULASKI ST,BURGLARY,,731,WESTERN,Mondawmin,39.31043,-76.65131
1/10/16,0:00:00,7A,2300 WASHINGTON BLVD,AUTO THEFT,,831,SOUTHWESTERN,Morrell Park,39.26938,-76.64932
1/10/16,0:01:00,6E,2500 MCCULLOH ST,LARCENY,,733,WESTERN,Penn North,39.31373,-76.64032
1/10/16,0:05:00,6C,600 S EXETER ST,LARCENY,,211,SOUTHEASTERN,Inner Harbor,39.28388,-76.60031
1/10/16,0:15:00,7A,ST & ROBERT ST,AUTO THEFT,,132,CENTRAL,Druid Heights,39.30726,-76.63365
1/10/16,0:18:00,4E,800 W 34TH ST,COMMON ASSAULT,HANDS,531,NORTHERN,Hampden,39.32868,-76.62972
1/10/16,0:18:00,4E,800 W 34TH ST,COMMON ASSAULT,HANDS,531,NORTHERN,Hampden,39.32868,-76.62972
1/10/16,0:18:00,4E,800 W 34TH ST,COMMON ASSAULT,HANDS,531,NORTHERN,Hampden,39.32868,-76.62972
1/10/16,0:30:00,7A,4100 WABASH AVE,AUTO THEFT,,643,NORTHWESTERN,East Arlington,39.33276,-76.66666
1/10/16,0:50:00,3AF,2200 E FAIRMOUNT AVE,ROBBERY - STREET,FIREARM,212,SOUTHEASTERN,Butcher's Hill,39.29294,-76.58544
1/10/16,1:00:00,5A,6200 PIMLICO RD,BURGLARY,,632,NORTHWESTERN,Cheswolde,39.3702,-76.67773
1/10/16,1:00:00,6G,500 E BALTIMORE ST,LARCENY,,111,CENTRAL,Downtown,39.28981,-76.60882
1/10/16,21:00:00,4A,3600 S HANOVER ST,AGG. ASSAULT,FIREARM,913,SOUTHERN,Brooklyn,39.23845,-76.60961
1/10/16,21:00:00,7A,6300 ELINORE AVE,AUTO THEFT,,425,NORTHEASTERN,Rosemont East,39.35394,-76.54133
1/10/16,21:00:00,4A,3600 S HANOVER ST,AGG. ASSAULT,FIREARM,913,SOUTHERN,Brooklyn,39.23845,-76.60961
1/10/16,21:15:00,6C,600 E 33RD ST,LARCENY,,513,NORTHERN,Better Waverly,39.32829,-76.60813
1/10/16,21:20:00,3AO,600 W BALTIMORE ST,ROBBERY - STREET,OTHER,121,CENTRAL,University Of Maryland,39.2892,-76.62441
1/10/16,21:30:00,4E,2400 E FAYETTE ST,COMMON ASSAULT,HANDS,221,SOUTHEASTERN,Patterson Place,39.29442,-76.58269
1/10/16,22:02:00,4E,2400 WASHINGTON BLVD,COMMON ASSAULT,HANDS,831,SOUTHWESTERN,Morrell Park,39.2684,-76.65047
1/10/16,22:14:00,3AF,1000 W LAFAYETTE AVE,ROBBERY - STREET,FIREARM,713,WESTERN,Harlem Park,39.29915,-76.63467
1/10/16,22:33:00,4B,2400 LOYOLA SOUTHWAY,AGG. ASSAULT,KNIFE,533,NORTHERN,Greenspring,39.33786,-76.65898
1/10/16,22:58:00,4D,3300 RAVENWOOD AVE,AGG. ASSAULT,HANDS,434,NORTHEASTERN,Four By Four,39.31536,-76.57673
1/10/16,23:00:00,5A,1600 E MONUMENT ST,BURGLARY,,313,EASTERN,Gay Street,39.29835,-76.59574
1/10/16,14:30:00,6D,300 FALLSWAY,LARCENY FROM AUTO,,211,SOUTHEASTERN,Jonestown,39.29247,-76.60785
1/10/16,15:00:00,6D,AV & S EDEN ST,LARCENY FROM AUTO,,213,SOUTHEASTERN,Fells Point,39.28537,-76.59829
1/10/16,15:00:00,6D,200 S ROBINSON ST,LARCENY FROM AUTO,,231,SOUTHEASTERN,Highlandtown,39.28922,-76.57247
1/10/16,15:15:00,4B,0 S CHARLES ST,AGG. ASSAULT,KNIFE,111,CENTRAL,Downtown,39.28912,-76.61515
1/10/16,15:39:00,6C,4500 EDMONDSON AVE,LARCENY,,822,SOUTHWESTERN,Rognel Heights,39.2935,-76.69257
1/10/16,15:50:00,4E,6800 STURBRIDGE DR,COMMON ASSAULT,HANDS,423,NORTHEASTERN,Hamilton Hills,39.36934,-76.56323
1/10/16,15:50:00,4E,6800 STURBRIDGE DR,COMMON ASSAULT,HANDS,423,NORTHEASTERN,Hamilton Hills,39.36934,-76.56323
1/10/16,16:00:00,6D,3700 CRANSTON AVE,LARCENY FROM AUTO,,844,SOUTHWESTERN,Edgewood,39.29646,-76.67908
1/10/16,16:00:00,6E,2100 MOYER ST,LARCENY,,212,SOUTHEASTERN,Butcher's Hill,39.29241,-76.58697
1/10/16,16:00:00,7A,900 N PAYSON ST,AUTO THEFT,,722,WESTERN,Bridgeview/Greenlawn,39.29906,-76.64931
1/10/16,16:01:00,4B,RD & RAVENWOOD AV,AGG. ASSAULT,KNIFE,431,NORTHEASTERN,Clifton Park,39.31529,-76.58094
1/10/16,16:30:00,4C,4100 MOUNTWOOD RD,AGG. ASSAULT,OTHER,844,SOUTHWESTERN,Edmondson Village,39.30177,-76.68547
1/10/16,16:55:00,3AJO,0 CHERRY HILL RD,ROBBERY - CARJACKING,OTHER,922,SOUTHERN,Middle Branch/Reedbird Parks,39.25266,-76.61681
1/10/16,16:55:00,7A,0 CHERRY HILL RD,AUTO THEFT,,922,SOUTHERN,Middle Branch/Reedbird Parks,39.25266,-76.61681
1/10/16,17:15:00,6E,100 PARKIN ST,LARCENY,,931,SOUTHERN,Hollins Market,39.2867,-76.63052
1/10/16,17:24:00,4A,1500 W BALTIMORE ST,AGG. ASSAULT,FIREARM,711,WESTERN,Franklin Square,39.28838,-76.64151
1/10/16,1724,9S,1400 HOLLINS ST,SHOOTING,FIREARM,933,SOUTHERN,Union Square,39.28751,-76.63961
1/10/16,18:00:00,4E,2100 CALLOW AVE,COMMON ASSAULT,HANDS,133,CENTRAL,Reservoir Hill,39.312,-76.63134
1/10/16,18:00:00,5D,2900 CLIFTON AVE,BURGLARY,,811,SOUTHWESTERN,Walbrook,39.31129,-76.66653
1/10/16,18:05:00,5A,4000 ST CLAIR CROSSING,BURGLARY,,433,NORTHEASTERN,Orchard Ridge,39.31116,-76.56284
1/10/16,18:16:00,6D,3400 BOSTON ST,LARCENY FROM AUTO,,233,SOUTHEASTERN,Canton Industrial Area,39.277,-76.56827
1/10/16,18:30:00,5D,1700 W LANVALE ST,BURGLARY,,713,WESTERN,Harlem Park,39.29761,-76.64512
1/10/16,18:30:00,6D,2300 BRADDISH AVE,LARCENY FROM AUTO,,731,WESTERN,Panway/Braddish Avenue,39.31359,-76.66143
1/10/16,18:55:00,7A,200 S HIGH ST,AUTO THEFT,,211,SOUTHEASTERN,Little Italy,39.28743,-76.60257
1/10/16,19:00:00,5A,1800 AIKEN ST,BURGLARY,,343,EASTERN,Oliver,39.311,-76.60075
1/10/16,19:00:00,5A,2800 ECHODALE AVE,BURGLARY,,423,NORTHEASTERN,Hamilton Hills,39.3521,-76.56526
1/10/16,10:10:00,4B,400 FONTHILL AVE,AGG. ASSAULT,KNIFE,832,SOUTHWESTERN,Gwynns Falls,39.27871,-76.66349
1/10/16,10:25:00,5A,1700 E CHASE ST,BURGLARY,,322,EASTERN,Middle East,39.3033,-76.5934
1/10/16,10:30:00,3AF,3900 GLEN HUNT RD,ROBBERY - STREET,FIREARM,844,SOUTHWESTERN,Edmondson Village,39.29999,-76.68249
1/10/16,10:30:00,6D,200 N CALHOUN ST,LARCENY FROM AUTO,,711,WESTERN,Franklin Square,39.29088,-76.63972
1/10/16,11:00:00,5A,0 S FULTON AVE,BURGLARY,,934,SOUTHERN,Carrollton Ridge,39.28701,-76.64517
1/10/16,11:18:00,7A,1400 WHITELOCK ST,AUTO THEFT,,733,WESTERN,Penn North,39.31132,-76.6398
1/10/16,11:20:00,5B,1700 MCCULLOH ST,BURGLARY,,123,CENTRAL,Upton,39.3059,-76.63199
1/10/16,11:59:00,3AF,5700 EASTERN AVE,ROBBERY - STREET,FIREARM,241,SOUTHEASTERN,Hopkins Bayview,39.28745,-76.54757
1/10/16,11:59:00,3AJF,5700 EASTERN AVE,ROBBERY - CARJACKING,FIREARM,241,SOUTHEASTERN,Hopkins Bayview,39.28745,-76.54757
1/10/16,12:00:00,5A,600 W FRANKLIN ST,BURGLARY,,143,CENTRAL,Seton Hill,39.29473,-76.626
1/10/16,12:07:00,6D,200 PRESIDENT ST,LARCENY FROM AUTO,,211,SOUTHEASTERN,Inner Harbor,39.28667,-76.60405
1/10/16,12:20:00,6D,300 E 29TH ST,LARCENY FROM AUTO,,513,NORTHERN,Harwood,39.32337,-76.61227
1/10/16,12:28:00,5B,400 N ROSE ST,BURGLARY,,221,SOUTHEASTERN,McElderry Park,39.29616,-76.58146
1/10/16,13:00:00,6D,0 W 24TH ST,LARCENY FROM AUTO,,514,NORTHERN,Old Goucher,39.31635,-76.61768
1/10/16,13:00:00,6G,6600 REISTERSTOWN RD,LARCENY,,631,NORTHWESTERN,Reisterstown Station,39.357,-76.70364
1/10/16,13:30:00,6D,0 N CULVER ST,LARCENY FROM AUTO,,842,SOUTHWESTERN,Saint Josephs,39.28688,-76.67647
1/10/16,13:30:00,4E,100 W FAYETTE ST,COMMON ASSAULT,HANDS,111,CENTRAL,Downtown,39.29036,-76.61695
1/10/16,13:36:00,3AJF,1700 BOLTON ST,ROBBERY - CARJACKING,FIREARM,132,CENTRAL,Bolton Hill,39.30862,-76.6281
1/10/16,13:39:00,4E,2200 CEDLEY ST,COMMON ASSAULT,HANDS,921,SOUTHERN,Westport,39.26336,-76.63187
1/10/16,13:40:00,6G,600 N WOLFE ST,LARCENY,,321,EASTERN,Dunbar-Broadway,39.29758,-76.59087
1/10/16,14:00:00,6D,2500 W PATAPSCO AVE,LARCENY FROM AUTO,,923,SOUTHERN,Lakeland,39.25235,-76.65093
1/10/16,19:17:00,7A,800 FAWN ST,AUTO THEFT,,211,SOUTHEASTERN,Little Italy,39.28585,-76.6031
1/10/16,19:25:00,7A,0 S ROBINSON ST,AUTO THEFT,,222,SOUTHEASTERN,Patterson Park Neighborhood,39.29189,-76.57263
1/10/16,19:45:00,3B,1600 KINGSWAY RD,ROBBERY - STREET,,412,NORTHEASTERN,Hillen,39.34428,-76.58872
1/10/16,20:00:00,6G,3100 WHITE AVE,LARCENY,,425,NORTHEASTERN,Glenham-Belhar,39.35347,-76.55667
1/10/16,20:00:00,3JF,3700 OVERVIEW RD,ROBBERY - RESIDENCE,FIREARM,612,NORTHWESTERN,Park Circle,39.33004,-76.66385
1/10/16,20:00:00,3JF,3700 OVERVIEW RD,ROBBERY - RESIDENCE,FIREARM,612,NORTHWESTERN,Park Circle,39.33004,-76.66385
1/10/16,20:00:00,3JF,3700 OVERVIEW RD,ROBBERY - RESIDENCE,FIREARM,612,NORTHWESTERN,Park Circle,39.33004,-76.66385
1/10/16,20:25:00,4E,3700 FAIRHAVEN AVE,COMMON ASSAULT,HANDS,911,SOUTHERN,Curtis Bay,39.2312,-76.59052
1/10/16,20:45:00,4E,2000 N WASHINGTON ST,COMMON ASSAULT,HANDS,331,EASTERN,South Clifton Park,39.31372,-76.59054
1/10/16,2059,9S,3500 S HANOVER ST,SHOOTING,FIREARM,912,SOUTHERN,Brooklyn,39.24014,-76.60878
1/10/16,2059,9S,3500 S HANOVER ST,SHOOTING,FIREARM,912,SOUTHERN,Brooklyn,39.24014,-76.60878
1/10/16,2059,9S,3500 S HANOVER ST,SHOOTING,FIREARM,912,SOUTHERN,Brooklyn,39.24014,-76.60878
1/10/16,21:00:00,4A,3600 S HANOVER ST,AGG. ASSAULT,FIREARM,913,SOUTHERN,Brooklyn,39.23845,-76.60961
1/9/16,22:35:00,4A,3500 3RD ST,AGG. ASSAULT,FIREARM,913,SOUTHERN,Brooklyn,39.23973,-76.60607
1/9/16,23:07:00,4E,1900 W FRANKLIN ST,COMMON ASSAULT,HANDS,722,WESTERN,Midtown-Edmondson,39.29385,-76.64776
1/9/16,23:10:00,3AK,100 N LAKEWOOD AVE,ROBBERY - STREET,KNIFE,222,SOUTHEASTERN,Patterson Park Neighborhood,39.29393,-76.57911
1/9/16,23:10:00,3AJK,100 N LAKEWOOD AVE,ROBBERY - CARJACKING,KNIFE,222,SOUTHEASTERN,Patterson Park Neighborhood,39.29393,-76.57911
1/9/16,23:15:00,4E,600 E BALTIMORE ST,COMMON ASSAULT,HANDS,111,CENTRAL,Downtown,39.28986,-76.60792
1/9/16,23:15:00,4E,600 E BALTIMORE ST,COMMON ASSAULT,HANDS,111,CENTRAL,Downtown,39.28986,-76.60792
1/9/16,23:15:00,4E,600 E BALTIMORE ST,COMMON ASSAULT,HANDS,111,CENTRAL,Downtown,39.28986,-76.60792
1/9/16,23:20:00,4E,5600 BELAIR RD,COMMON ASSAULT,HANDS,426,NORTHEASTERN,Waltherson,39.34131,-76.54711
1/9/16,2330,9S,1500 N CAREY ST,SHOOTING,FIREARM,742,WESTERN,Sandtown-Winchester,39.30692,-76.64048
1/9/16,0:00:00,6D,1500 NORTHGATE RD,LARCENY FROM AUTO,,412,NORTHEASTERN,Hillen,39.34515,-76.59101
1/9/16,0:00:00,6E,3600 REXMERE RD,LARCENY,,412,NORTHEASTERN,Ednor Gardens-Lakeside,39.33231,-76.602
1/9/16,0:00:00,4E,2900 DENHAM CIR S,COMMON ASSAULT,HANDS,922,SOUTHERN,Cherry Hill,39.24429,-76.62696
1/9/16,0:02:00,4E,2700 WOODSDALE AVE,COMMON ASSAULT,HANDS,421,NORTHEASTERN,Lauraville,39.34272,-76.57905
1/9/16,0:02:00,4D,2700 WOODSDALE AVE,AGG. ASSAULT,HANDS,421,NORTHEASTERN,Lauraville,39.34272,-76.57905
1/9/16,0:05:00,6G,6900 BANK ST,LARCENY,,241,SOUTHEASTERN,Eastwood,39.28913,-76.53009
1/9/16,0:38:00,4E,0 W JEFFREY ST,COMMON ASSAULT,HANDS,913,SOUTHERN,Brooklyn,39.23566,-76.61169
1/9/16,1:00:00,6E,1100 RAMBLEWOOD RD,LARCENY,,522,NORTHERN,Glen Oaks,39.36265,-76.59479
1/9/16,1:30:00,5B,3900 W STRATHMORE AVE,BURGLARY,,632,NORTHWESTERN,Glen,39.35559,-76.69689
1/9/16,1:30:00,4E,,COMMON ASSAULT,HANDS,,,,,
1/9/16,1:40:00,8H,6400 BUSHEY ST,ARSON,,243,SOUTHEASTERN,Graceland Park,39.2825,-76.53807
1/9/16,1:58:00,4E,3700 GWYNN OAK AVE,COMMON ASSAULT,HANDS,622,NORTHWESTERN,Howard Park,39.3334,-76.69475
1/9/16,2:00:00,6D,1600 ALICEANNA ST,LARCENY FROM AUTO,,213,SOUTHEASTERN,Fells Point,39.28344,-76.59487
1/9/16,2:15:00,4D,1600 THAMES ST,AGG. ASSAULT,HANDS,213,SOUTHEASTERN,Fells Point,39.28106,-76.59479
1/9/16,2:15:00,3B,1600 THAMES ST,ROBBERY - STREET,,213,SOUTHEASTERN,Fells Point,39.28106,-76.59479
1/9/16,2:26:00,3K,900 E PATAPSCO AVE,ROBBERY - RESIDENCE,,912,SOUTHERN,Fairfield Area,39.23462,-76.59676
1/9/16,3:00:00,7A,1000 N ARLINGTON AVE,AUTO THEFT,,743,WESTERN,Sandtown-Winchester,39.30028,-76.63596
1/9/16,3:10:00,4E,5800 EASTERN AVE,COMMON ASSAULT,HANDS,241,SOUTHEASTERN,Bayview,39.2875,-76.54605
1/9/16,4:30:00,7A,700 E 25TH ST,AUTO THEFT,,411,NORTHEASTERN,Coldstream Homestead Montebello,39.31836,-76.60364
1/9/16,4:30:00,3AK,3500 S HANOVER ST,ROBBERY - STREET,KNIFE,912,SOUTHERN,Brooklyn,39.23883,-76.60942
1/9/16,4:52:00,4E,500 E LAKE AVE,COMMON ASSAULT,HANDS,522,NORTHERN,Evesham Park,39.36691,-76.60964
1/9/16,4:52:00,4E,500 E LAKE AVE,COMMON ASSAULT,HANDS,522,NORTHERN,Evesham Park,39.36691,-76.60964
1/9/16,6:00:00,6D,3000 MOSHER ST,LARCENY FROM AUTO,,814,SOUTHWESTERN,Franklintown Road,39.29936,-76.6681
1/9/16,6:00:00,6G,600 N WOLFE ST,LARCENY,,321,EASTERN,Dunbar-Broadway,39.29758,-76.59087
1/9/16,7:00:00,7A,5600 CHINQUAPIN PKWY,AUTO THEFT,,522,NORTHERN,Glen Oaks,39.35957,-76.59745
1/9/16,8:45:00,6D,BALTIMORE ST & S POPPLETON ST,LARCENY FROM AUTO,,712,WESTERN,Hollins Market,39.28883,-76.63214
1/9/16,8:55:00,4C,400 E 25TH ST,AGG. ASSAULT,OTHER,513,NORTHERN,Harwood,39.31809,-76.611
1/9/16,9:00:00,6D,800 HOLLINS ST,LARCENY FROM AUTO,,931,SOUTHERN,Hollins Market,39.28794,-76.62938
1/9/16,9:00:00,7A,3800 GREENSPRING AVE,AUTO THEFT,,612,NORTHWESTERN,Park Circle,39.33437,-76.65595
1/9/16,9:00:00,5A,500 E 38TH ST,BURGLARY,,543,NORTHERN,Waverly,39.33536,-76.60914
1/9/16,9:30:00,7A,2900 WILKENS AVE,AUTO THEFT,,832,SOUTHWESTERN,Wilhelm Park,39.27587,-76.66512
1/9/16,9:30:00,4E,2300 E MONUMENT ST,COMMON ASSAULT,HANDS,323,EASTERN,Milton-Montford,39.29875,-76.58507
1/9/16,10:00:00,6E,2000 JEFFERSON ST,LARCENY,,321,EASTERN,CARE,39.29649,-76.58894
1/9/16,10:30:00,5A,800 E BELVEDERE AVE,BURGLARY,,523,NORTHERN,Chinquapin Park,39.36247,-76.60441
1/9/16,10:36:00,5F,3300 ANNAPOLIS RD,BURGLARY,,922,SOUTHERN,Cherry Hill,39.24882,-76.63984
1/9/16,11:00:00,6G,6000 CLOVER RD,LARCENY,,632,NORTHWESTERN,Glen,39.35822,-76.68833
1/9/16,11:40:00,5D,3400 SPELMAN RD,BURGLARY,,922,SOUTHERN,Cherry Hill,39.24265,-76.62528
1/9/16,12:00:00,6D,4200 ELDERON AVE,LARCENY FROM AUTO,,621,NORTHWESTERN,West Arlington,39.34179,-76.69008
1/9/16,12:00:00,7A,2300 N CHARLES ST,AUTO THEFT,,514,NORTHERN,Old Goucher,39.3156,-76.61688
1/9/16,12:00:00,6E,3100 MCELDERRY ST,LARCENY,,224,SOUTHEASTERN,Ellwood Park/Monument,39.29808,-76.57255
1/9/16,12:12:00,6D,PL & E LOMBARD ST,LARCENY FROM AUTO,,222,SOUTHEASTERN,Patterson Park Neighborhood,39.29116,-76.57397
1/9/16,12:30:00,6D,2600 PENNSYLVANIA AVE,LARCENY FROM AUTO,,733,WESTERN,Penn North,39.31181,-76.64462
1/9/16,13:00:00,6D,900 W MULBERRY ST,LARCENY FROM AUTO,,712,WESTERN,Poppleton,39.29338,-76.63264
1/9/16,13:00:00,4E,3800 BELLE AVE,COMMON ASSAULT,HANDS,642,NORTHWESTERN,Callaway-Garrison,39.33336,-76.67946
1/9/16,13:00:00,6D,900 W MULBERRY ST,LARCENY FROM AUTO,,712,WESTERN,Poppleton,39.29338,-76.63264
1/9/16,13:00:00,6J,1400 MARYLAND AVE,LARCENY,,141,CENTRAL,Mid-Town Belvedere,39.30565,-76.6176
1/9/16,13:30:00,6D,1200 HAVERHILL RD,LARCENY FROM AUTO,,832,SOUTHWESTERN,Violetville,39.26706,-76.67576
1/9/16,13:44:00,4C,1600 N WOLFE ST,AGG. ASSAULT,OTHER,331,EASTERN,Broadway East,39.30886,-76.59148
1/9/16,13:44:00,4C,1600 N WOLFE ST,AGG. ASSAULT,OTHER,331,EASTERN,Broadway East,39.30886,-76.59148
1/9/16,14:00:00,4B,2000 W BALTIMORE ST,AGG. ASSAULT,KNIFE,714,WESTERN,Penrose/Fayette Street Outreach,39.2881,-76.64888
1/9/16,14:00:00,5D,3200 NORTHWAY DR,BURGLARY,,424,NORTHEASTERN,North Harford Road,39.36207,-76.54582
1/9/16,14:00:00,3AF,2200 CLIFTON AVE,ROBBERY - STREET,FIREARM,731,WESTERN,Mondawmin,39.31172,-76.65343
1/9/16,14:02:00,3AF,AV & N PULASKI ST,ROBBERY - STREET,FIREARM,722,WESTERN,Midtown-Edmondson,39.29504,-76.65045
1/9/16,14:45:00,3AK,2100 PARKSLEY AVE,ROBBERY - STREET,KNIFE,831,SOUTHWESTERN,Morrell Park,39.2637,-76.6503
1/9/16,15:00:00,6B,1700 MCCULLOH ST,LARCENY,,123,CENTRAL,Upton,39.30588,-76.63196
1/9/16,15:00:00,6D,LN & EDMONDSON AV,LARCENY FROM AUTO,,823,SOUTHWESTERN,Hunting Ridge,39.29248,-76.70181
1/9/16,15:00:00,5C,4000 LOCH RAVEN BLVD,BURGLARY,,412,NORTHEASTERN,Hillen,39.33929,-76.59383
1/9/16,15:00:00,7A,1800 HOPE ST,AUTO THEFT,,343,EASTERN,Oliver,39.31052,-76.60201
1/9/16,15:15:00,5A,2300 W LANVALE ST,BURGLARY,,721,WESTERN,Evergreen Lawn,39.29699,-76.65393
1/9/16,15:15:00,6J,0 W UNIVERSITY PKWY,LARCENY,,541,NORTHERN,Tuscany-Canterbury,39.33395,-76.61988
1/9/16,15:30:00,6E,6100 FAIRDEL AVE,LARCENY,,425,NORTHEASTERN,Glenham-Belhar,39.34926,-76.54091
1/9/16,15:30:00,5A,2500 EDGECOMBE CIR N,BURGLARY,,532,NORTHERN,Parklane,39.34177,-76.65963
1/9/16,15:37:00,4E,2500 WASHINGTON BLVD,COMMON ASSAULT,HANDS,831,SOUTHWESTERN,Morrell Park,39.26639,-76.65273
1/9/16,15:40:00,3NK,4500 HAZELWOOD AVE,ROBBERY - STREET,KNIFE,444,NORTHEASTERN,Frankford,39.33902,-76.54004
1/9/16,15:40:00,6D,1500 ALICEANNA ST,LARCENY FROM AUTO,,213,SOUTHEASTERN,Fells Point,39.2834,-76.59577
1/9/16,16:00:00,7A,ST & MORRIS ST,AUTO THEFT,,132,CENTRAL,Madison Park,39.30978,-76.63433
1/9/16,16:00:00,6D,4900 GREENCREST RD,LARCENY FROM AUTO,,444,NORTHEASTERN,Frankford,39.32379,-76.53725
1/9/16,16:00:00,5D,1400 W BALTIMORE ST,BURGLARY,,711,WESTERN,Franklin Square,39.28845,-76.63985
1/9/16,16:00:00,6D,1600 E FORT AVE,LARCENY FROM AUTO,,943,SOUTHERN,Locust Point,39.26849,-76.59221
1/9/16,16:11:00,6C,2400 BELAIR RD,LARCENY,,434,NORTHEASTERN,Belair-Edison,39.31766,-76.57819
1/9/16,16:30:00,5A,2900 W NORTH AVE,BURGLARY,,813,SOUTHWESTERN,Northwest Community Action,39.30904,-76.66635
1/9/16,16:30:00,5A,5100 PEMBRIDGE AVE,BURGLARY,,614,NORTHWESTERN,Central Park Heights,39.35077,-76.67051
1/9/16,16:31:00,4C,3500 CHESTERFIELD AVE,AGG. ASSAULT,OTHER,432,NORTHEASTERN,Belair-Edison,39.32088,-76.56422
1/9/16,16:37:00,6G,300 W BALTIMORE ST,LARCENY,,111,CENTRAL,Downtown,39.28938,-76.61967
1/9/16,17:00:00,7A,3700 COOLIDGE AVE,AUTO THEFT,,832,SOUTHWESTERN,Violetville,39.26529,-76.68132
1/9/16,17:30:00,6D,3000 EDMONDSON AVE,LARCENY FROM AUTO,,814,SOUTHWESTERN,Franklintown Road,39.29439,-76.66782
1/9/16,17:30:00,3AF,400 E PRESTON ST,ROBBERY - STREET,FIREARM,311,EASTERN,Johnston Square,39.30476,-76.61034
1/9/16,17:34:00,3AF,BL & GWYNNS FALLS PY,ROBBERY - STREET,FIREARM,641,NORTHWESTERN,Hanlon-Longwood,39.31424,-76.67659
1/9/16,17:55:00,4A,1000 LEREW WAY,AGG. ASSAULT,FIREARM,433,NORTHEASTERN,Armistead Gardens,39.30448,-76.54914
1/9/16,17:57:00,4A,900 HARLEM AVE,AGG. ASSAULT,FIREARM,713,WESTERN,Harlem Park,39.29689,-76.63331
1/9/16,1755,9S,1000 LEREW WY,SHOOTING,FIREARM,433,NORTHEASTERN,Armistead Gardens,39.30448,-76.54914
1/9/16,18:00:00,6D,4900 SCHAUB AVE,LARCENY FROM AUTO,,444,NORTHEASTERN,Frankford,39.32291,-76.53967
1/9/16,18:00:00,6C,3800 EASTERN AVE,LARCENY,,233,SOUTHEASTERN,Brewers Hill,39.28667,-76.56499
1/9/16,18:20:00,4B,600 MOSHER ST,AGG. ASSAULT,KNIFE,123,CENTRAL,Upton,39.30192,-76.63277
1/9/16,18:30:00,5A,1700 COLE ST,BURGLARY,,935,SOUTHERN,New Southwest/Mount Clare,39.28217,-76.6437
1/9/16,18:30:00,7A,3800 BOARMAN AVE,AUTO THEFT,,642,NORTHWESTERN,Callaway-Garrison,39.33451,-76.67895
1/9/16,19:00:00,3AK,200 S CAROLINE ST,ROBBERY - STREET,KNIFE,211,SOUTHEASTERN,Perkins Homes,39.28886,-76.59703
1/9/16,19:00:00,6G,5000 FRANKFORD AVE,LARCENY,,444,NORTHEASTERN,Frankford,39.32864,-76.5415
1/9/16,19:00:00,3AK,200 S CAROLINE ST,ROBBERY - STREET,KNIFE,211,SOUTHEASTERN,Perkins Homes,39.28886,-76.59703
1/9/16,19:00:00,5D,200 FRANKFURST AVE,BURGLARY,,912,SOUTHERN,Fairfield Area,39.24174,-76.6049
1/9/16,19:00:00,7A,2800 ORLEANS ST,AUTO THEFT,,221,SOUTHEASTERN,McElderry Park,39.29586,-76.57709
1/9/16,19:17:00,7A,1200 BAYARD ST,AUTO THEFT,,932,SOUTHERN,Washington Village/Pigtown,39.27902,-76.63594
1/9/16,19:30:00,4E,3400 ELMLEY AVE,COMMON ASSAULT,HANDS,434,NORTHEASTERN,Belair-Edison,39.31708,-76.57545
1/9/16,19:30:00,7A,1700 MCKEAN AVE,AUTO THEFT,,742,WESTERN,Sandtown-Winchester,39.30802,-76.64726
